Name,Phone Number,Email,Water Bill,Electricity Bill,Rent,Grocery Bill,Maintenance,Food Expenditure,Entertainment Expenditure,EMIs,Other Payments,Loan Repayment,Loans Taken,Water Bill Delay (Days),Electricity Bill Delay (Days),Rent Delay (Days),Grocery Bill Delay (Days),Maintenance Delay (Days),Food Expenditure Delay (Days),Entertainment Expenditure Delay (Days),EMIs Delay (Days),Other Payments Delay (Days),Loan Repayment Delay (Days),Credit Score,Season,Mobile Recharges,Online Purchases,Transaction Count,Average Transaction Amount,Active Contacts,Social App Activity
Joseph Brown,+916268905309,josephbrown105@outlook.com,894.7,2149.08,60058.09,1615.81,2054.63,2137.12,2015.21,33529.84,136.44,0.0,0.0,0,0,0,0,1,0,0,0,0,0,724,Monsoon,10,6,95,1318.68,229,56
Ravi Davis,+919236063935,ravidavis908@example.com,157.52,3026.29,23040.99,5020.86,5021.33,3029.64,15690.06,2233.55,5865.37,0.0,0.0,0,0,0,0,0,0,0,0,0,0,771,Winter,2,12,70,2329.29,294,28
Sneha Jones,+916921262085,snehajones620@gmail.com,368.33,1927.51,23681.37,6625.84,2625.53,615.88,2618.41,1787.85,344.66,0.0,0.0,3,0,0,0,0,0,0,0,1,0,641,Spring,3,9,56,2626.77,170,10
Raj Hernandez,+916410766858,rajhernandez795@hotmail.com,112.41,2348.59,57265.91,14668.39,2354.64,1714.9,17041.7,566.33,588.29,0.0,0.0,0,0,0,0,0,1,0,0,0,0,743,Winter,4,10,96,499.1,104,27
James Iyer,+917775574111,jamesiyer186@outlook.com,79.9,2362.5,18124.21,4582.94,1754.56,596.16,1163.76,3966.38,350.27,6918.4,207220.77,0,8,2,0,6,8,0,0,0,0,543,Summer,7,4,90,652.85,266,21
Deborah Iyer,+917234051509,deborahiyer134@yahoo.com,541.19,1047.18,28827.21,4958.7,2198.07,1705.15,8507.95,6646.91,8359.21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,788,Winter,8,6,91,454.49,190,72
Aditi Iyer,+916866232857,aditiiyer300@example.com,332.16,3535.26,22345.81,8020.73,1790.14,1800.47,939.54,9027.17,3397.99,0.0,0.0,0,0,0,0,0,0,0,0,0,0,741,Summer,6,15,103,643.13,178,101
Melissa Hernandez,+917336443076,melissahernandez616@example.com,220.52,1706.59,31773.18,14353.29,3574.24,3598.59,4429.36,5261.89,5285.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0,824,Spring,7,14,92,1220.9,184,100
Ravi Rodriguez,+917295028923,ravirodriguez671@hotmail.com,1098.49,4505.51,45058.59,13071.9,9410.21,1836.58,8130.55,1673.81,1549.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,733,Spring,9,10,94,788.95,67,101
Thomas Smith,+917308103993,thomassmith735@hotmail.com,1461.18,3894.86,53602.16,5085.07,1907.49,3615.44,8719.88,4855.81,1580.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,5,10,124,1550.65,294,1
Sneha Gonzalez,+919639318036,snehagonzalez920@example.com,370.08,2884.7,30572.78,12935.5,5400.26,1761.72,21649.96,12954.17,1304.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,699,Monsoon,5,5,53,1021.94,135,53
Ashley Thomas,+918832633770,ashleythomas191@gmail.com,1395.23,1874.85,64022.37,8951.04,1065.84,1780.72,11259.53,22069.87,10713.53,0.0,0.0,0,0,0,0,1,0,0,0,0,0,815,Monsoon,3,8,50,1007.24,163,0
Sonia Smith,+918190878140,soniasmith566@example.com,487.63,685.58,21170.65,4482.04,1388.08,1495.57,9569.16,6131.23,1030.53,0.0,0.0,0,0,0,0,0,0,0,0,0,0,857,Spring,5,3,91,2674.16,164,24
Riya Singh,+919864894563,riyasingh807@hotmail.com,1952.99,2249.84,28133.0,6677.49,7665.23,1747.8,2817.22,8036.81,910.23,0.0,0.0,0,1,0,0,0,0,0,0,0,0,803,Summer,7,5,104,537.02,147,8
Pooja Gupta,+917462185567,poojagupta77@yahoo.com,478.89,2000.6,34584.85,11287.0,2180.18,4301.98,19434.76,7974.69,310.09,0.0,0.0,0,2,0,0,0,0,1,0,0,0,727,Winter,8,7,81,925.51,174,14
Daniel Jones,+917603811547,danieljones65@outlook.com,41.05,1360.0,51161.1,9994.87,940.44,2135.33,14790.45,2194.27,18830.62,761.6,62541.25,0,0,0,0,0,0,0,0,0,0,832,Spring,2,13,110,357.97,166,65
Ravi Miller,+918661415957,ravimiller586@example.com,179.53,5809.74,41948.13,2458.74,4853.66,888.95,9137.59,3809.6,1328.5,0.0,0.0,2,0,0,0,0,0,0,0,0,0,733,Monsoon,5,6,66,1310.63,94,112
James Lopez,+919389600664,jameslopez282@hotmail.com,131.97,950.98,82223.7,8597.08,782.87,3064.9,3528.75,8384.23,606.47,0.0,0.0,0,10,0,0,0,0,0,6,0,0,717,Spring,3,10,84,949.02,202,26
Sarah Agarwal,+916981282096,sarahagarwal325@gmail.com,222.01,3421.93,20807.96,9570.03,2569.11,1748.09,7312.48,1243.31,1445.32,0.0,0.0,0,0,0,0,0,0,0,0,17,0,688,Monsoon,3,5,118,788.28,192,103
Sonia Tiwari,+918753968092,soniatiwari830@outlook.com,153.78,1056.06,82100.53,3028.36,1408.37,784.41,7418.23,1447.33,1556.84,20410.21,481090.05,0,0,0,0,0,1,0,0,0,0,820,Monsoon,8,10,113,476.03,168,14
Karan Agarwal,+916109570092,karanagarwal444@hotmail.com,139.78,2525.47,30911.42,2523.07,637.55,1657.92,5256.2,1895.39,983.23,7801.53,167118.48,0,4,0,0,0,0,0,0,0,0,666,Spring,4,4,95,1446.07,166,3
Vikram Martin,+919136760131,vikrammartin752@outlook.com,398.81,1033.42,24564.72,9175.98,1718.54,437.31,4968.68,5151.89,2715.38,0.0,0.0,3,0,0,0,0,2,0,0,0,0,720,Spring,7,9,112,1803.07,139,20
Sanjay Jones,+917574897704,sanjayjones441@yahoo.com,112.84,3228.13,28095.55,3749.93,624.56,2413.32,24129.89,22873.15,2973.57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,689,Summer,7,11,96,119.86,214,11
Sanjay Lopez,+918713445257,sanjaylopez60@yahoo.com,252.52,2200.77,57889.83,9118.54,3213.22,2337.75,9048.74,8480.43,1268.17,0.0,0.0,0,0,0,0,0,0,0,0,7,0,737,Monsoon,3,7,88,3931.2,197,83
Pooja Jones,+917892362948,poojajones885@example.com,199.16,1678.41,70662.41,4876.51,3131.22,1881.24,16349.68,988.96,759.17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,6,9,76,2783.56,136,74
Karan Bansal,+919637390278,karanbansal107@gmail.com,291.14,3014.07,23461.61,4907.43,2453.87,690.15,7367.58,9180.24,15263.8,0.0,0.0,0,0,0,0,0,0,0,0,3,0,612,Winter,6,4,79,616.3,211,48
Amit Moore,+918014855797,amitmoore933@gmail.com,489.53,2471.33,38446.48,6073.55,2043.94,1008.71,9063.22,5487.45,2215.18,0.0,0.0,4,1,0,1,0,0,0,0,0,0,750,Summer,6,7,62,1816.43,155,58
Emma Nair,+919026294777,emmanair66@gmail.com,284.78,1893.84,26872.6,5088.48,8516.51,613.05,26040.45,20294.04,6723.99,0.0,0.0,0,0,0,0,3,0,5,0,0,0,758,Monsoon,7,5,73,254.08,197,47
Joseph Chopra,+916151068001,josephchopra647@yahoo.com,746.96,4802.84,24281.15,3599.21,5107.18,1019.22,10799.54,2420.4,9917.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,767,Winter,4,12,76,1044.66,170,84
Deborah Gonzalez,+916786738077,deborahgonzalez498@gmail.com,84.22,1052.36,60201.62,7185.96,598.63,2103.22,5719.32,27138.02,1058.61,1343.89,71962.78,0,0,0,0,0,0,0,0,0,0,900,Spring,8,10,81,5894.34,184,0
Amit Patel,+919502697836,amitpatel992@gmail.com,991.31,3278.22,63231.51,2453.91,870.69,2443.55,9376.36,2916.52,4711.91,2087.89,93003.18,0,0,0,0,0,0,0,0,0,0,833,Monsoon,3,7,77,340.95,90,56
Priya Sharma,+917877513606,priyasharma416@example.com,99.84,2045.48,17551.99,8715.04,1321.18,1461.01,2959.8,2108.96,917.39,1141.0,33500.29,0,2,0,0,0,0,0,0,0,0,670,Winter,3,9,89,3013.74,145,77
Rashmi Brown,+916414223917,rashmibrown872@outlook.com,564.52,3549.65,35208.84,5115.87,1218.39,1005.4,1392.35,1963.92,487.9,0.0,0.0,2,0,0,1,3,0,0,1,0,0,664,Winter,7,6,52,1872.48,137,42
Michael Gonzalez,+919395950095,michaelgonzalez530@example.com,359.95,1906.26,21211.87,7822.65,6738.37,617.51,3801.65,18456.71,2865.39,0.0,0.0,4,13,0,0,1,2,0,0,10,0,618,Spring,4,11,52,391.87,191,11
Emma Thomas,+918198987716,emmathomas321@hotmail.com,541.15,1633.64,72160.3,4553.49,1708.11,1136.15,5355.85,7663.6,4131.36,0.0,0.0,0,0,0,0,0,0,0,0,0,0,690,Spring,9,4,102,398.51,137,15
Ashley Williams,+917998202626,ashleywilliams727@outlook.com,603.51,772.27,33980.68,18423.68,2198.3,1416.84,7353.07,5094.22,8112.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,843,Spring,6,10,113,723.83,196,36
Priya Yadav,+917255302373,priyayadav904@outlook.com,826.98,2102.32,20991.32,6460.9,19396.99,1034.3,23197.31,1446.75,2316.88,0.0,0.0,1,0,8,2,0,0,0,0,0,0,654,Summer,2,3,53,584.62,152,73
Sunita Jackson,+919619013995,sunitajackson310@example.com,604.91,1445.76,32957.3,8336.67,4699.34,1716.95,8152.21,4528.77,1723.4,2374.05,71628.37,0,0,0,0,0,0,0,0,0,0,857,Summer,6,10,90,1130.7,207,89
Jessica Martin,+916232619077,jessicamartin963@example.com,935.22,4239.11,41814.57,4444.36,4989.42,6147.31,10992.68,1136.05,924.04,1834.44,75121.33,0,11,0,1,0,0,0,0,0,0,731,Monsoon,12,9,72,212.79,128,10
Suresh Taylor,+919449002296,sureshtaylor372@gmail.com,304.21,2023.89,65104.2,7203.29,1337.33,4307.11,12888.78,9582.54,2572.54,0.0,0.0,0,0,0,0,2,0,0,0,0,0,682,Summer,12,4,51,7130.4,149,44
James Mishra,+916570786587,jamesmishra790@example.com,67.79,739.44,13640.35,5944.14,9334.06,843.9,5770.56,2782.61,5323.3,2489.65,118018.72,0,0,1,0,6,0,0,0,10,0,656,Spring,6,9,59,297.55,270,62
Preeti Wilson,+919679253730,preetiwilson445@outlook.com,637.55,3624.27,61852.2,45839.7,2990.37,1833.37,10312.73,4055.17,2413.76,0.0,0.0,0,0,0,0,0,0,0,0,0,0,783,Winter,9,11,82,1802.55,83,2
Kavya Verma,+916089658079,kavyaverma244@yahoo.com,368.62,3496.67,27114.9,10902.29,7175.7,5327.5,12187.05,5602.6,328.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,860,Spring,4,5,122,2159.28,194,9
Sonia Kumar,+918755121691,soniakumar243@gmail.com,188.72,6688.93,23941.39,4246.89,1150.22,4366.99,3111.44,14431.68,25005.96,6282.14,205308.26,0,0,0,0,0,0,0,1,0,0,709,Winter,5,6,83,958.56,113,74
Vikram Joshi,+916402792352,vikramjoshi108@hotmail.com,183.69,2117.98,19107.13,2329.33,705.24,1208.94,6347.35,11755.22,5435.98,0.0,0.0,0,0,0,0,0,0,0,3,0,0,639,Monsoon,3,9,65,416.44,137,86
Arjun Rodriguez,+917748069605,arjunrodriguez392@gmail.com,156.46,1886.41,12671.31,14846.54,492.18,879.05,3776.67,2113.44,225.1,0.0,0.0,0,4,0,0,0,0,2,0,7,0,553,Monsoon,11,6,69,253.81,172,13
Pooja Johnson,+916763565572,poojajohnson869@outlook.com,82.02,763.71,51922.25,4059.12,1108.77,2324.11,601.18,2918.24,2627.01,0.0,0.0,0,0,1,1,0,4,0,0,0,0,501,Winter,5,1,44,943.27,147,14
William Brown,+918046065628,williambrown457@gmail.com,288.21,4214.49,34709.62,7629.12,3128.76,656.92,9685.2,2815.37,11812.4,0.0,0.0,0,0,4,0,0,0,0,0,0,0,741,Monsoon,4,7,103,3294.48,215,112
Melissa Taylor,+917793497866,melissataylor893@gmail.com,967.42,3320.44,16024.33,6261.93,13717.61,2205.72,3607.17,3688.51,1236.09,1364.06,37998.69,0,0,4,0,0,2,0,0,0,0,728,Summer,5,9,124,524.73,113,127
James Chopra,+919378241272,jameschopra974@outlook.com,644.27,1502.21,38351.77,7306.04,5252.75,2418.44,23085.67,821.3,1396.39,0.0,0.0,0,0,0,0,2,0,0,0,0,0,653,Monsoon,3,8,87,262.95,176,59
Daniel Moore,+918052364900,danielmoore65@hotmail.com,898.16,1814.38,38413.75,7638.16,1726.37,567.13,8620.42,2703.2,2954.74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,704,Winter,15,3,72,691.77,191,10
Pooja Wilson,+917821748473,poojawilson565@example.com,116.41,434.69,23961.31,8636.37,1607.91,1197.56,4217.77,824.34,9630.62,0.0,0.0,0,0,0,0,0,5,0,0,0,0,570,Spring,4,3,71,485.24,222,103
Akash Shah,+918983945225,akashshah779@outlook.com,368.29,1853.67,77222.08,7633.27,10946.44,2541.37,5053.24,10630.07,4113.82,459.45,34228.59,0,0,0,0,0,2,0,3,0,0,798,Spring,10,8,95,948.8,221,2
Sanjay Lopez,+917618128754,sanjaylopez165@gmail.com,395.45,5592.95,28710.25,6425.25,895.28,7013.78,840.15,1819.61,2789.78,6203.99,161063.12,0,1,0,0,1,0,0,0,3,0,658,Monsoon,5,5,67,1710.01,172,10
Sonia Bansal,+918710216856,soniabansal338@example.com,189.26,1540.19,23640.2,3717.57,3913.36,4101.68,20535.81,555.9,591.06,0.0,0.0,0,0,1,0,0,0,0,0,15,0,620,Summer,6,2,102,1231.14,102,7
Riya Pandey,+919653928344,riyapandey133@hotmail.com,216.74,1320.51,40348.46,8547.94,2187.73,1820.67,9958.26,12749.87,2880.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,701,Monsoon,3,6,83,1641.46,108,122
Joseph Gonzalez,+918692648838,josephgonzalez205@hotmail.com,353.15,2652.46,61130.65,5916.61,3649.86,1177.15,2395.45,5224.09,608.82,0.0,0.0,0,0,0,0,0,0,0,5,8,0,779,Winter,5,7,62,1118.92,230,5
Meera Gupta,+916765587649,meeragupta901@gmail.com,327.94,1907.29,42350.69,13327.38,4730.95,4357.94,11595.37,1252.02,4295.47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,7,9,72,530.24,223,26
Emma Johnson,+918478100769,emmajohnson954@gmail.com,151.56,1757.13,77655.15,3634.13,1518.71,2241.44,12054.68,5457.02,844.49,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,6,9,127,493.54,204,28
Ananya Verma,+919726528046,ananyaverma189@hotmail.com,467.35,2262.59,48290.43,16881.23,5901.9,1160.05,1689.77,2016.71,709.01,4247.04,154844.62,0,0,0,0,0,0,0,1,0,0,807,Summer,8,8,81,145.79,133,11
Amanda Rodriguez,+916137492262,amandarodriguez230@example.com,78.05,1187.53,8881.4,1968.79,3947.98,4121.3,1657.51,1912.2,2848.66,0.0,0.0,1,0,6,0,0,0,0,0,0,0,758,Winter,10,7,103,130.98,197,12
Neha Tiwari,+919428326263,nehatiwari512@yahoo.com,316.84,2230.15,23087.96,3949.68,909.11,2259.87,3937.39,15752.65,5641.87,0.0,0.0,1,0,0,0,0,0,0,0,0,0,711,Monsoon,3,4,83,2005.29,148,177
Akash Mishra,+917283940005,akashmishra846@yahoo.com,482.46,2660.95,32556.57,6046.04,4523.46,7769.3,5683.25,2744.73,1598.88,1264.1,65356.49,4,2,0,0,0,0,0,0,0,0,640,Winter,4,7,92,953.19,102,50
Akash Malhotra,+919798633462,akashmalhotra651@example.com,297.52,3862.57,40363.6,3822.77,3643.27,3071.13,16602.79,29481.94,432.69,1209.95,55940.83,0,0,0,0,0,0,0,0,0,0,830,Summer,6,4,74,639.61,170,63
David Taylor,+919859476809,davidtaylor503@example.com,211.48,2527.71,53671.44,18585.57,3012.93,1809.89,17616.28,12024.52,2983.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,829,Monsoon,9,17,102,1108.98,196,0
Akash Hernandez,+919365812225,akashhernandez913@example.com,144.6,1646.89,80169.19,21575.2,965.72,2975.79,8507.65,9839.73,6655.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,871,Winter,11,8,135,3189.78,205,49
Christopher Shah,+918756470854,christophershah634@yahoo.com,70.95,1382.39,31137.17,10660.61,3412.24,2543.34,3102.85,11757.99,536.86,0.0,0.0,0,0,1,0,0,0,0,2,1,0,595,Summer,6,7,74,1435.17,186,38
Arjun Yadav,+918126059149,arjunyadav149@example.com,160.58,1562.14,22741.51,2204.35,2571.59,1551.12,2915.76,3124.48,4140.25,848.02,23948.95,0,0,0,0,3,0,0,0,0,0,737,Winter,4,7,95,6750.43,159,17
James Patel,+916347493572,jamespatel735@hotmail.com,274.02,1375.51,40242.85,6123.83,6249.4,1370.79,2392.77,1637.71,223.83,0.0,0.0,0,0,0,0,0,0,7,0,0,0,564,Summer,4,7,53,699.51,104,12
Michael Johnson,+916084978990,michaeljohnson759@example.com,294.34,2403.27,47447.49,4087.13,8610.56,4529.75,6753.53,8264.16,26030.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,782,Spring,8,10,66,166.8,226,0
Meera Agarwal,+916965990997,meeraagarwal157@hotmail.com,442.09,1078.3,22236.29,1296.07,2500.0,2599.12,3005.34,44703.78,2335.61,0.0,0.0,1,0,2,0,0,0,0,0,0,0,711,Summer,5,13,99,459.95,272,50
Joseph Chopra,+918520207916,josephchopra408@gmail.com,214.99,5935.95,23886.51,6088.83,3078.65,2856.69,1534.76,434.01,158.54,0.0,0.0,0,1,0,0,0,0,0,0,0,0,665,Spring,4,5,65,2074.7,161,15
Thomas Smith,+916395414491,thomassmith634@example.com,210.17,1580.59,56277.02,1271.26,2353.73,698.21,9096.41,1278.8,425.29,0.0,0.0,2,1,0,16,8,2,0,0,0,0,535,Spring,6,6,82,243.83,92,35
Raj Hernandez,+916394733134,rajhernandez292@hotmail.com,580.7,2277.31,48529.4,2078.56,4314.36,909.61,3460.59,8451.17,1731.5,0.0,0.0,0,0,0,1,0,3,0,0,0,0,735,Spring,3,4,89,1135.79,173,12
Ananya Davis,+917358987617,ananyadavis958@outlook.com,562.44,2454.33,20113.37,2138.41,2154.53,1208.14,8141.11,2818.73,1725.28,15270.86,327194.76,0,0,0,0,0,0,0,0,0,0,815,Spring,7,10,109,493.42,209,50
Dorothy Gonzalez,+917872069633,dorothygonzalez176@yahoo.com,220.59,747.33,26312.73,6771.29,4664.92,2370.25,4926.5,7003.13,2368.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,5,15,86,533.04,113,52
David Brown,+918990573175,davidbrown778@example.com,325.42,2157.93,41858.72,13304.9,3140.4,1118.61,12847.72,1714.36,1482.46,0.0,0.0,0,1,0,0,0,0,0,0,4,0,727,Spring,6,5,60,959.3,213,52
Rohit Martinez,+916528187294,rohitmartinez192@gmail.com,858.86,6637.72,25966.07,16186.27,2180.03,1878.75,5915.84,2884.76,2220.62,0.0,0.0,0,0,0,0,0,0,1,4,0,0,791,Monsoon,9,11,112,963.74,220,21
Thomas Jackson,+919383280676,thomasjackson98@example.com,485.44,2127.23,20299.79,2818.7,1104.6,950.67,3461.75,1857.6,2461.38,0.0,0.0,2,0,0,10,0,0,0,0,0,0,683,Spring,5,5,108,728.4,248,3
Christopher Hernandez,+916004471587,christopherhernandez691@example.com,454.72,2476.28,44768.77,2962.16,2975.76,1457.74,10370.74,6934.77,3559.65,0.0,0.0,4,0,1,0,0,0,0,0,0,0,706,Summer,7,6,108,197.31,74,59
Aarav Patel,+916735568230,aaravpatel672@example.com,275.91,3638.21,54162.0,6948.2,969.37,1563.18,15057.16,3511.96,16198.2,0.0,0.0,0,0,0,0,0,3,0,0,0,0,778,Spring,11,5,118,462.7,157,13
Dorothy Reddy,+919163499944,dorothyreddy293@hotmail.com,671.78,1708.64,64702.52,10566.93,4387.07,618.38,2366.29,11691.62,498.16,0.0,0.0,0,0,2,0,0,0,0,0,0,0,740,Winter,8,11,74,108.11,166,101
Neha Rodriguez,+918172273889,neharodriguez878@hotmail.com,110.38,1609.34,26432.1,21856.01,1224.68,1664.71,10307.35,15808.82,4675.57,0.0,0.0,0,0,23,0,0,0,14,8,1,0,544,Monsoon,2,5,79,821.28,52,191
Aarav Sharma,+916942375399,aaravsharma630@outlook.com,316.58,2056.39,35220.88,7535.75,2917.88,1503.45,9828.95,1218.07,15347.85,0.0,0.0,0,0,0,0,0,0,0,0,0,0,858,Spring,6,10,70,944.03,199,30
David Singh,+917804077099,davidsingh811@hotmail.com,180.65,4091.36,37864.41,7057.08,6326.28,1983.38,86605.56,3827.34,2552.87,0.0,0.0,0,0,3,0,0,0,0,0,0,0,796,Spring,7,8,98,2375.01,156,196
Sonia Taylor,+917320774397,soniataylor765@outlook.com,468.62,1869.13,24981.41,4518.08,2629.96,1028.28,11499.73,4592.87,5969.8,0.0,0.0,0,2,0,0,0,0,0,0,0,0,769,Summer,7,6,63,1805.96,160,77
Joseph Anderson,+917780742435,josephanderson565@hotmail.com,349.77,10033.77,35489.41,3043.73,3052.99,1447.69,39161.92,2393.85,1828.77,2337.55,111678.84,0,0,1,0,0,0,0,0,1,0,778,Spring,3,10,77,1293.51,243,33
Thomas Chopra,+918586513180,thomaschopra737@yahoo.com,256.43,3779.81,100886.62,18260.37,5272.12,2214.41,5329.85,2825.8,10536.49,14606.66,472726.86,5,0,0,0,0,3,0,0,5,0,745,Monsoon,7,7,95,1041.38,178,80
Aarav Mishra,+919099671527,aaravmishra605@yahoo.com,36.83,2398.6,48086.92,16866.72,755.59,2914.53,17267.74,8140.97,2805.31,0.0,0.0,0,1,0,0,0,0,10,0,0,0,732,Monsoon,6,4,113,970.08,187,43
Manoj Thomas,+919689280596,manojthomas963@example.com,730.05,1889.76,45153.24,8810.11,4771.7,1539.16,7663.34,21271.27,2931.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,898,Spring,7,13,109,675.09,318,22
Aditi Mishra,+918020513739,aditimishra385@hotmail.com,49.65,1000.17,38880.02,32260.31,4300.14,1333.72,5350.13,4536.66,7602.15,0.0,0.0,0,0,0,0,0,1,0,0,0,0,858,Spring,8,7,112,1836.46,191,5
James Brown,+919376403745,jamesbrown889@hotmail.com,235.77,579.91,58306.65,6056.96,3368.92,651.07,13398.86,3902.22,2796.81,0.0,0.0,0,0,0,0,0,0,0,0,0,0,704,Winter,3,4,87,943.07,43,104
Michael Jones,+919808883762,michaeljones342@yahoo.com,88.2,1573.54,92919.07,3196.91,4644.95,8556.87,1824.77,4845.85,5502.66,5690.35,296371.82,0,0,0,0,0,0,0,0,0,0,900,Summer,8,12,98,1969.69,169,10
Jennifer Shah,+917119529986,jennifershah775@example.com,313.86,5454.87,28385.88,10421.63,4361.31,675.53,15427.43,2309.73,1140.61,0.0,0.0,0,0,0,0,0,0,0,2,0,0,677,Winter,7,11,61,716.66,100,33
Pooja Verma,+919912791222,poojaverma527@gmail.com,375.43,2569.33,59811.0,4704.11,1841.3,425.64,15082.52,7614.75,2213.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0,765,Monsoon,4,8,81,543.79,178,20
Vikram Shah,+916744336594,vikramshah364@example.com,154.66,2068.51,40487.67,2585.89,1650.56,1066.62,3144.8,11863.78,3129.04,6115.14,126279.38,0,0,0,0,0,0,4,0,4,0,780,Winter,4,4,56,836.34,179,10
Aditi Joshi,+916326525194,aditijoshi151@yahoo.com,706.35,1818.72,18637.28,4743.21,2726.68,3139.64,2635.7,3638.55,15398.61,0.0,0.0,0,0,0,1,0,6,0,7,0,0,712,Spring,5,13,100,1124.31,109,6
Preeti Bansal,+919231810853,preetibansal254@hotmail.com,2148.83,1906.37,44148.66,8232.57,3047.76,2089.77,23773.4,5230.28,667.24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,6,7,81,1896.2,234,1
Robert Chopra,+919600474331,robertchopra937@hotmail.com,142.1,4957.35,24419.23,2495.5,1883.31,1986.4,3588.01,2436.29,235.66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,738,Winter,6,7,85,282.18,119,126
Deborah Rodriguez,+916998211679,deborahrodriguez110@hotmail.com,323.86,2106.47,16501.74,2368.15,1615.31,1915.95,8451.86,5413.62,5618.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,753,Monsoon,7,8,96,836.6,211,87
Joseph Davis,+917811991857,josephdavis191@yahoo.com,53.49,2506.53,66667.06,6882.48,9108.62,2281.34,31855.1,10430.73,6541.17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,877,Winter,3,14,125,1987.72,153,45
Sarah Rodriguez,+917840267133,sarahrodriguez12@yahoo.com,200.6,3673.62,16357.87,10947.0,2822.01,1718.18,3957.65,7389.16,1125.16,0.0,0.0,1,0,0,5,1,2,6,0,5,0,708,Monsoon,7,9,55,1832.62,113,32
Amanda Gonzalez,+916255071656,amandagonzalez502@gmail.com,132.53,8010.33,29305.4,2400.49,3135.44,1827.97,3425.82,3078.01,3061.34,0.0,0.0,0,0,0,1,0,0,0,0,0,0,678,Summer,7,4,88,902.87,90,20
Ananya Shah,+917095507463,ananyashah333@outlook.com,171.19,6474.98,29441.74,8628.84,2546.0,4099.33,3018.81,8126.54,53135.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,708,Spring,4,4,93,210.55,180,8
Riya Jain,+918701368157,riyajain480@outlook.com,223.82,1550.16,62991.92,21504.06,2267.4,838.44,11876.21,2789.4,838.64,14566.81,324653.73,4,0,0,0,0,2,0,0,5,0,717,Monsoon,4,10,79,467.29,225,10
William Jackson,+919598926893,williamjackson408@outlook.com,289.66,3088.33,17438.93,5615.11,3529.82,2597.34,3265.72,6762.92,2454.89,0.0,0.0,0,0,0,0,0,0,0,0,0,0,881,Spring,8,18,77,610.89,225,20
William Tiwari,+918826249714,williamtiwari904@yahoo.com,328.07,2129.99,14991.76,12764.16,2399.69,1213.29,9239.4,4165.48,2248.63,0.0,0.0,0,1,0,0,2,0,0,0,0,0,664,Monsoon,5,5,110,437.05,174,7
Meera Gonzalez,+916840489055,meeragonzalez751@yahoo.com,624.47,3239.12,24618.41,13363.44,2696.07,1656.39,3411.05,3726.64,1508.28,0.0,0.0,0,0,0,4,0,0,0,0,0,0,691,Spring,4,5,80,427.15,113,15
Rashmi Thomas,+918200605745,rashmithomas225@outlook.com,186.59,424.82,46277.29,1395.11,5684.9,880.44,2615.77,6163.8,6543.44,0.0,0.0,0,0,0,0,13,2,0,0,0,0,646,Spring,7,5,58,788.62,219,11
Emma Moore,+919396991084,emmamoore552@yahoo.com,114.22,2657.95,34892.37,5201.46,2415.42,4074.57,5997.21,6814.9,7915.6,0.0,0.0,1,0,0,0,1,0,0,0,0,0,708,Winter,5,7,71,863.27,189,58
David Jain,+917921619376,davidjain225@outlook.com,75.67,1789.66,11761.88,3035.62,598.67,704.81,2519.66,885.16,1289.75,0.0,0.0,0,0,0,12,0,0,0,0,0,0,529,Spring,6,6,69,436.94,151,114
James Yadav,+919912932325,jamesyadav397@hotmail.com,279.17,4104.51,34533.79,25214.88,7719.55,2389.29,6362.17,15327.31,3969.06,0.0,0.0,0,1,0,1,0,0,0,0,6,0,763,Monsoon,9,6,76,396.73,177,39
Deborah Shah,+917071485656,deborahshah350@gmail.com,191.03,8776.24,50851.11,1725.96,764.54,1662.07,14044.04,37298.83,8117.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,7,6,103,728.75,265,22
